rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
Redundant 'public' modifier.;9074;7;9067;0.2;0.9984681507604144;7.714348688558914e-05;0.22857142857142856;0.06998542122237651;0.15593434343434345;0.0375666007225564;0.18487616099071208;0.049267413761655006
Expected @throws tag;9074;15;9059;0.2;0.9993057086180295;9.918448313866149e-05;0.8;0.0;0.7870168067226891;0.04604683556557074;0.7927753058954395;0.023447717175412486
'static' modifier out of order with the JLS suggestions.;9074;3;9071;0.2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
First sentence should end with a period.;9074;14;9060;0.2;0.9984130482697818;0.0001494893097448807;0.37857142857142856;0.03273268353539884;0.4888306138306138;0.05685834852229692;0.4244302207870424;0.02958856001395183
Redundant 'private' modifier.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;9074;19;9055;0.2;0.9992285651311439;6.96997500588325e-05;0.8157894736842104;0.02631578947368418;0.8170072239422085;0.028471445896245177;0.8158058868585185;0.015887607854558554
Utility classes should not have a public or default constructor.;9073;1;9072;0.2;0.999669348616775;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unknown tag;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Class should be declared as final;9074;2;9072;0.2;0.9995591800749393;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;9073;3;9070;0.2;0.9993827840846468;0.00011239985701738031;0.0;0.0;0.0;0.0;0.0;0.0
'protected' modifier out of order with the JLS suggestions.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Method length greater than 150;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Inner assignments should be avoided.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unclosed HTML tag found;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Comment matches to-do format 'TODO:'.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'final' modifier.;9074;8;9066;0.2;0.9992506061273969;0.00010797838848506202;0.6;0.049999999999999996;0.5736111111111111;0.060236801228337335;0.5860294117647059;0.053231434699230196
Expression can be simplified.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Extra HTML tag found;9074;2;9072;0.2;0.9996473440599514;4.408199250605094e-05;0.0;0.0;0.0;0.0;0.0;0.0
'public' modifier out of order with the JLS suggestions.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Array brackets at illegal position.;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unused @param tag;9074;1;9073;0.2;0.9998236720299758;5.398919424250835e-05;0.0;0.0;0.0;0.0;0.0;0.0
Unable to get class information for @throws tag;9073;0;9073;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Any;15122;3593;11529;0.3;0.972285411982542;0.00035666675202122486;0.9441413860283884;0.0009645267715649165;0.9395141567133232;0.0010396077168691592;0.9418216079103834;0.0007442855451327322
Line is longer than 80 characters;15122;1468;13654;0.3;0.9971366221399286;0.00014801632909405385;0.9865122615803814;0.0012852835329777257;0.9840328407533588;0.0008588991833281361;0.98527037577732;0.0007655936575635586
Line has trailing spaces.;15122;317;14805;0.3;0.9967927522814441;0.00024963081719582493;0.9227129337539433;0.001577287066246047;0.92430078715417;0.010877862432001268;0.9234729834391031;0.005485801974575629
'{' should be on the previous line.;15122;493;14629;0.3;0.9995106467398494;4.3864896050203795e-05;0.994523326572008;0.0012988081617510807;0.9905062459775685;0.0009143352650095173;0.9925099103431329;0.0006737614238000791
File contains tab characters (this is the first instance).;15122;87;15035;0.3;0.9929308292553894;0.00011994681356447453;0.5505747126436782;0.016617048614713727;0.41397497599685085;0.008003829037909298;0.47255383984627325;0.010606273973498122
Variable must be private and have accessor methods;15123;99;15024;0.3;0.9990345830853666;3.239423054664172e-05;0.9212121212121211;0.004040404040404022;0.9306583061840794;0.00552594506583668;0.9258919670686627;0.002353781312773023
Missing a Javadoc comment.;15123;385;14738;0.3;0.997844343053627;0.00013933285396884056;0.9550649350649352;0.0011902794012872316;0.9600720030358127;0.004673888437018029;0.957557320235203;0.002665473006372278
Parameter should be final;15123;533;14590;0.3;0.9978046683859022;0.0001442665094840737;0.9718574108818011;0.0008390498977485128;0.9660815913662655;0.004500305888505739;0.9689538957929018;0.0019544125243969564
Class designed for extension without Javadoc;15122;326;14796;0.3;0.9974275889432616;8.596746462104637e-05;0.9490797546012271;0.0024539877300613576;0.93278109463567;0.0030889384300140316;0.9408555386297242;0.00194182865665456
'}' should be on the same line as the next part of a multi-block statement;15122;62;15060;0.3;0.9986046819203809;9.56013245258774e-05;0.879032258064516;0.008064516129032251;0.8006488124042601;0.016700250705524215;0.8378990818676006;0.009662557444935705
Hidden field;15123;130;14993;0.3;0.994267010513787;0.00016478127083749294;0.7015384615384616;0.006705998374677979;0.655889257191731;0.012181134570278819;0.6778606494308135;0.006567812216085984
Symbol is not followed by whitespace.;15123;85;15038;0.3;0.9945248958539972;0.0002608355871628186;0.6152941176470588;0.009188529030478404;0.5114637977452887;0.019966105763265792;0.5583792261634282;0.012949718319099784
